LyricsWiki-Page,Artist,Title,Spotify-ID,Spotify-explicit,Explicit,Strong language,Substance abuse,Sexual reference,References to violence,Discriminatory language
Madball:Moment Of Truth,Madball,Moment Of Truth,0aCtDcDjq85FCMoDXLt5xw,1,1,1,0,0,0,0
Gang Starr:Werdz From The Ghetto Child,Gang Starr,Werdz From The Ghetto Child,6wyTrrGdLHaW0ED36BXND2,1,1,1,1,0,1,0
Miley Cyrus:Slab Of Butter (Scorpion),Miley Cyrus,Slab Of Butter (Scorpion),4TKLQK5O2SVYMsYCJoIMD4,1,1,1,1,1,0,0
Dance Laury Dance:Sex Wolf,Dance Laury Dance,Sex Wolf,6tVJuPRxXlMHjbHAYb4HE2,1,1,1,0,1,0,0
The Duke Spirit:Cuts Across The Land,The Duke Spirit,Cuts Across The Land,3tfFzTVjWIVHQT4C6ffu0n,1,0,0,0,0,0,0
Lil B:Cold War,Lil B,Cold War,728vPnIAyO31kLJSmgFIew,1,1,1,0,0,1,1
Abandin All Hope:Lasso,Abandin All Hope,Lasso,18ZRT9vT6MVvF3vKvpTNfx,1,1,1,0,0,0,0
Helltrain:Jisei,Helltrain,Jisei,7JbchGHl8y3aGQaGlxbAmk,1,0,0,0,0,0,0
Dead And Divine:Behold! A Night To Remember,Dead And Divine,Behold! A Night To Remember,6VQ8jAF8kcQjBtCYaaP0ao,1,1,1,0,0,0,0
The Dead Milkmen:Big Lizard,The Dead Milkmen,Big Lizard,4TtKm5SNMJMiKK8lhQs0im,1,1,1,0,0,1,0
Kid Cudi:Immortal,Kid Cudi,Immortal,4fHRUyNTNVD0HRe4YPYA4m,1,1,0,1,0,0,0
Sevendust:The Last Song,Sevendust,The Last Song,6vNMKShx7G2geKQlSFCvat,1,1,1,0,0,0,0
Swans:Job,Swans,Job,6mY7EwfpnhGQ4vfREuhyvz,1,1,0,0,0,1,0
Rob Zombie:Mars Needs Women,Rob Zombie,Mars Needs Women,3rKJfgQqTZ8qKtzvVk1AYX,1,1,1,0,0,0,0
The Ergs!:Short Stories,The Ergs!,Short Stories,1BdfyAxllDQjhpNKUiBLA9,1,1,1,0,0,0,0
生 Conform 死:O.D.D.,生 Conform 死,O.D.D.,3x9DnkPnyREL1svd0zgTEX,1,1,0,0,0,1,0
Paul Wall:Sumn' Like A Pimp,Paul Wall,Sumn' Like A Pimp,37fqwatKjEqL1q0ZZZsexi,1,1,0,0,1,0,0
Sevendust:Bitch,Sevendust,Bitch,7pNpXX4X4V1gxrpgcKJ9O2,1,1,0,0,0,1,0
Thy Art Is Murder:Dear Desolation,Thy Art Is Murder,Dear Desolation,5hqUutStMh9LpSCIFz0FVj,1,1,1,0,0,1,0
Youth Of Today:Thinking Straight,Youth Of Today,Thinking Straight,4wT15M826C8e7ytjRETXdU,1,0,0,0,0,0,0
Throwdown:Too Little Too Late,Throwdown,Too Little Too Late,2Cc32A35MaT0sUGi105H7V,1,1,1,0,0,1,0
Beautiful Creatures:1 A.M.,Beautiful Creatures,1 A.M.,7ChtXTYUFz95bNtrTaXUST,1,1,1,0,1,0,0
Rihanna:Consideration,Rihanna,Consideration,0WgBb7XgdtbUW0GlYel9mH,1,1,0,0,1,0,0
Saga:On The Other Side,Saga,On The Other Side,3xT3HTv3qPYsZRggbDTSkh,1,0,0,0,0,0,0
Taraxacum:Never Let You Go,Taraxacum,Never Let You Go,15H1K4rAHckQkLXDpdzDTS,1,0,0,0,0,0,0
Odd Future:Ya Know,Odd Future,Ya Know,5SpRuRFUJAOowRD1EUdzya,1,1,0,1,1,0,0
Conflict:Increase The Pressure,Conflict,Increase The Pressure,63wgOqJudFrPFAkf0z24cY,1,1,1,0,0,0,0
The Internet:They Say,The Internet,They Say,0aDwwdroOgcUhywcxZUc89,1,0,0,0,0,0,0
Shwayze:Dirty Little Girl,Shwayze,Dirty Little Girl,1hXEMdPXdBDkBctoa2kahc,1,1,0,0,1,0,0
D12:Another Public Service Announcement,D12,Another Public Service Announcement,6pUyiEy4a1ySI8n7SkDOLT,1,1,1,0,1,0,0
Hollow Bones:Feel,Hollow Bones,Feel,7qYtGp6zKO9gM6dVMGviTB,1,0,0,0,0,0,0
White Kaps:Date Rape,White Kaps,Date Rape,3krQ3DnRpIHx4SYkGkZE1V,1,1,0,0,1,1,0
Little Big:Life In Da Trash,Little Big,Life In Da Trash,5kyDEmn490SZt2nGJgESZr,1,1,1,0,0,0,0
Illdisposed:The Widow Black,Illdisposed,The Widow Black,2WU1srwvmaOYdYzpGdUlmd,1,1,1,0,0,1,0
Ruiner:Out Go The Candles,Ruiner,Out Go The Candles,4kS2SQ7XgDR0fKBh0RvVfH,1,1,1,0,0,1,0
Twisted Method:Reach,Twisted Method,Reach,0yAoetrbMoxmwPRMgwsChT,1,0,0,0,0,0,0
Trophy Scars:Hosting A Murder,Trophy Scars,Hosting A Murder,0nnOivB2sM9cDa99PnSkbt,1,1,0,0,0,1,0
Twisted Method:Panic,Twisted Method,Panic,5wFpZ3XyTicOyghxPnq0nv,1,1,1,0,0,1,0
Putridity:Abortifacient Whore Lobotomizer,Putridity,Abortifacient Whore Lobotomizer,2NRyj87Cel5vovNa9m9u2v,1,1,0,0,1,1,0
Irrational:Send Me An Angel,Irrational,Send Me An Angel,3xAWsw49hSuPn3Y4kPpvR2,1,0,0,0,0,0,0
The Griswolds:Role Models,The Griswolds,Role Models,6i0jgeFXlGQngVpFuYq1G0,1,1,1,0,0,0,0
Axis Of Advance:Tactics Forth,Axis Of Advance,Tactics Forth,08WK0UwJTJf0JGU57hc7Co,1,0,0,0,0,0,0
Backseat Goodbye:Come Tomorrow,Backseat Goodbye,Come Tomorrow,5qgUk4qHdyxoOQdhgY2XyH,1,0,0,0,0,0,0
Pantera:The Great Southern Trendkill,Pantera,The Great Southern Trendkill,055Oi1gpZYQ3mVC5aOntx7,1,1,1,0,0,1,0
Mincing Fury And Guttural Clamour Of Queer Decay:Glimmering Shine Of Another Life,Mincing Fury And Guttural Clamour Of Queer Decay,Glimmering Shine Of Another Life,2YJEAM2iulMQaHF46z8dF5,1,0,0,0,0,0,0
Thomas Cunningham:Movin' On,Thomas Cunningham,Movin' On,4hftYZLr4V9MtZihla3c4o,1,0,0,0,0,0,0
GrimSkunk:Power Corrupts,GrimSkunk,Power Corrupts,1G5g75OoxC8ZchDsbgpXUj,1,1,0,0,0,1,0
Lil Jon & The East Side Boyz:Pitbull's Cuban Rideout,Lil Jon & The East Side Boyz,Pitbull's Cuban Rideout,0hye8lRsJvsBNNeLytAKZO,1,1,0,0,1,0,0
Kid Dynamite:Death And Taxes,Kid Dynamite,Death And Taxes,3i74fvMnWlolWikZoEDVTh,1,0,0,0,0,0,0
Modern Life Is War:Momentum,Modern Life Is War,Momentum,39CGqhVN8031IrUMontsJ5,1,1,0,0,1,0,0
Daggermouth:The Dude Just Wants His Rug Back,Daggermouth,The Dude Just Wants His Rug Back,5WYBcPE215ADfKhoefEo4L,1,1,1,0,0,0,0
Childish Gambino:I. crawl,Childish Gambino,I. crawl,5fHzVJznA1QZolCrc7aNV8,1,1,0,0,1,1,0
Hannah Georgas:Crazy Shit,Hannah Georgas,Crazy Shit,6XEsi5G1xt3ufj2k7BU7ew,1,1,1,0,0,0,0
Walls Of Jericho:Forever Militant,Walls Of Jericho,Forever Militant,01FfzKIX58TD112COaI2yZ,1,1,1,0,0,0,0
Chakal:In Vain,Chakal,In Vain,1Aa7n7MLD44mvp8uoU2Way,1,0,0,0,0,0,0
Ghost:Year Zero,Ghost,Year Zero,1YBf7Tq9bpcVwvnlP8YbQS,1,0,0,0,0,0,0
Lord Of The Lost:Kill It With Fire,Lord Of The Lost,Kill It With Fire,1ctFrZPqjYYs0FrJVawv9K,1,1,0,1,0,1,0
Betrayed:Understand,Betrayed,Understand,542ni592sMDmiQeZL2n37s,1,1,1,0,0,0,0
Iron Monkey:I.R.M.S.,Iron Monkey,I.R.M.S.,5DeBuol1c2CmhSMHJWr3gN,1,1,1,1,1,1,0
Dirge Within:Inhuman,Dirge Within,Inhuman,1kr6INM2Lnhx0JKyisc6pw,1,1,1,0,0,0,0
Rat Boy:Knock Knock Knock,Rat Boy,Knock Knock Knock,3Q2ocWvpBVnFRGbaBfgWRU,1,1,1,1,0,0,0
Shitfucker:Go To Hell,Shitfucker,Go To Hell,2kxr9yfvEg4suR2AVZUIWC,1,1,1,0,0,0,0
Stephen Fretwell:New York,Stephen Fretwell,New York,12eBqlVqZzQ5l3FaDtrlTy,1,1,1,1,0,0,0
Eye Of Judgement:Guilt,Eye Of Judgement,Guilt,3d2Y13INrFk1nIfFHD8vwM,1,1,0,0,0,1,0
A:Bad Idea,A,Bad Idea,0ZWlPHxMXgQ53zNEqMORdp,1,1,0,0,0,0,1
Hard-Fi:Happy,Hard-Fi,Happy,1wxstTLRvh0TR4ucmo9f58,1,1,1,0,0,0,0
Phony Ppl:Baby Meet My Lover.,Phony Ppl,Baby Meet My Lover.,6oYZKdiM93sr0nKgBQADn2,1,1,0,0,1,0,1
Blackhour:Suicide And Comfort,Blackhour,Suicide And Comfort,5JunHp86SM3tdPhMRrDvez,1,1,1,0,0,0,0
Black Light Burns:Mesopotamia,Black Light Burns,Mesopotamia,6Q6XuX7J2nIbKNbWJyH3Xy,1,1,1,0,0,1,0
Lloyd Banks:Fly Like The Wind,Lloyd Banks,Fly Like The Wind,5s4IjJgJOk2eZw4HDyx5xz,1,1,0,0,0,0,1
The Dreaming:Make It Go Away,The Dreaming,Make It Go Away,3AhScWaTI3A4gaz0TYQKfy,1,1,1,0,0,0,0
Look What I Did:Lightning Bugs,Look What I Did,Lightning Bugs,5fqLmdjPqrIiumq9helQVT,1,1,1,0,0,0,0
Cancerslug:Empty Soul,Cancerslug,Empty Soul,2Rcltz9fByeekrEovaztC1,1,1,0,0,0,1,0
Hanni El Khatib:Garbage City,Hanni El Khatib,Garbage City,7KBWNUzk2VQ7bbqd60M2D0,1,0,0,0,0,0,0
Idiot Stare:UROKIMOK,Idiot Stare,UROKIMOK,1lXpW0XGJsBHgylVK04fKU,1,0,0,0,0,0,0
N.E.R.D:Things Are Getting Better,N.E.R.D,Things Are Getting Better,5ANBY3vS8gE1bsH75wnVth,1,1,1,1,0,0,0
Five Finger Death Punch:Coming Down,Five Finger Death Punch,Coming Down,0ZQP53JjEi16mmMtFv4afu,1,1,1,0,0,0,0
Suga Free:On My Way,Suga Free,On My Way,3QZUoneKkieATxiOK9lITa,1,1,0,0,1,0,0
Chino XL:Black Rosary 8am,Chino XL,Black Rosary 8am,7g7SLXDoCuZF5XjmPxNeqx,1,0,0,0,0,0,0
Shockwave:Swindle,Shockwave,Swindle,6V57nGfQ6P4tJ3Y4qZkSeA,1,1,0,0,1,0,0
A Wilhelm Scream:Killing It,A Wilhelm Scream,Killing It,1bVdrHwjJQZLjTxVPyVc9c,1,1,1,0,0,1,0
Fun Lovin' Criminals:Up On The Hill,Fun Lovin' Criminals,Up On The Hill,2MZ5wA2hIKVOAQvjnvA77A,1,1,1,0,0,1,0
Natas:No Fault Insurance,Natas,No Fault Insurance,26sILxTNSEGIJlgY2upz0F,1,1,1,0,0,1,1
Everlast:Hot To Death,Everlast,Hot To Death,0VoLl9dGKbwsCt0A8dpuxE,1,1,0,0,1,1,0
Hans Theessink:Kathmandu,Hans Theessink,Kathmandu,0yEd1uiffghKOQHdu1v8TZ,1,0,0,0,0,0,0
Drake:Madonna,Drake,Madonna,4v7SAP4KD96BFLWiCd1vF0,1,1,0,0,1,0,0
Algiers:Games,Algiers,Games,51rCZoBe2NdJpSjkBxzISo,1,1,1,1,0,0,0
Nasum:Time To Discharge,Nasum,Time To Discharge,3AAaoi8wdoGxvDRFZ4tJ4Z,1,1,1,0,0,0,0
Mnemic:Ocean Of Void,Mnemic,Ocean Of Void,5PhePXmFBbUTgh4OucBwUD,1,1,1,0,0,1,0
Slightly Stoopid:I Would Do For You,Slightly Stoopid,I Would Do For You,6Ga2wPIRBvwWDifsjvTCdR,1,0,0,0,0,0,0
DJ Quik:Rhythm-Al-Ism (Intro),DJ Quik,Rhythm-Al-Ism (Intro),0DCynJ3rQGYjIjGsnLqI4L,1,1,1,0,0,0,0
Koffin Kats:Graveyard Tree III,Koffin Kats,Graveyard Tree III,3kYwPvsxioYl5IXCbq7gtM,1,1,0,0,0,1,0
Ludacris:Greatest Hits (Skit),Ludacris,Greatest Hits (Skit),5KIeJ6Glr6MWj8Y22nKIX1,1,1,1,0,1,0,0
Martha Wainwright:How Soon,Martha Wainwright,How Soon,4Xc5wC1e7wzOysGgQsW8b8,1,0,0,0,0,0,0
TSOL:Serious,TSOL,Serious,5m9SdjcePneEbJxKSxYr0S,1,1,0,0,0,1,0
Murderdolls:Let's Go To War,Murderdolls,Let's Go To War,10MUi4nQDIPIK1sEhkzJbK,1,1,1,0,0,1,0
Kid Dynamite:Cheap Shot Youth Anthem,Kid Dynamite,Cheap Shot Youth Anthem,3rVlgRhQfONT1q6a4APn9J,1,0,0,0,0,0,0
System Of A Down:Suite-Pee,System Of A Down,Suite-Pee,1JxQV7YgHNUFakFY1GJywX,1,1,1,0,1,0,0
Lil Yachty:Love Me Forever,Lil Yachty,Love Me Forever,2WX8QMtZVO20ywltD9BoeM,1,1,0,0,1,0,1
Blackbear:Idfc,Blackbear,Idfc,6MxhAD7FwoBQabntab2qG9,1,1,1,0,0,0,0
Gerard Way:No Shows,Gerard Way,No Shows,7dtGJHOBbVDwIWDQU38WhJ,1,1,1,0,1,0,0
Cathy Davey:Hammerhead,Cathy Davey,Hammerhead,74xWJGFA0f6z3BStUZXjjQ,1,0,0,0,0,0,0
Adema:Pain Inside,Adema,Pain Inside,4bEoVq8Qa8RFTYVFuY8cic,1,0,0,0,0,0,0
Bi Tyrant:The Metal Wedding Song,Bi Tyrant,The Metal Wedding Song,5ZMvf387YN7MA4J9bCaKW1,1,1,1,0,0,0,0
Clint Crisher:Suck Me,Clint Crisher,Suck Me,5k7rrRKY6HCtj1w5KLmk6e,1,1,0,0,1,0,0
Ian Dury And The Blockheads:Quiet,Ian Dury And The Blockheads,Quiet,5HItdo4lrGcNw6uCviPKLa,1,1,0,0,1,0,0
Psychotica:Ice Planet Hell,Psychotica,Ice Planet Hell,5mA95ALwEtGYnfPoX6Gfof,1,0,0,0,0,0,0
Dead Prez:Fuck The Law,Dead Prez,Fuck The Law,47YRbodHEDkmcLnePBMzsh,1,1,1,0,0,1,0
Liz Phair:Johnny Feelgood,Liz Phair,Johnny Feelgood,1DVjYdo2qRk9R5FiBaayNi,1,1,1,0,0,0,0
Trophy Scars:Hospital For Ghosts,Trophy Scars,Hospital For Ghosts,1I5ShDYeN0BgUCTTEgrUzV,1,1,0,0,1,0,0
KMD:Suspended Animation,KMD,Suspended Animation,7reWvKIojKYlLEJVE64eqI,1,1,1,1,0,0,0
The Adicts:I Love You But Don't Come Near Me,The Adicts,I Love You But Don't Come Near Me,1H4eMltFyYlEfOsvlqXP5U,1,0,0,0,0,0,0
The Coffinshakers:From Here To Hell,The Coffinshakers,From Here To Hell,5apdjhdMPtbE77STuhTVcn,1,0,0,0,0,0,0
K.I.D:Imagining,K.I.D,Imagining,6HH4tONguMKtHJ809C4xiB,1,1,1,0,0,0,0
Blood On The Dance Floor:We're Takin' Over!,Blood On The Dance Floor,We're Takin' Over!,1FiMxCMWhuUPHdnZuKPYut,1,1,1,1,0,1,0
Miley Cyrus:Tangerine,Miley Cyrus,Tangerine,6NhnZpaiFgnaPXOvYaNEFJ,1,0,0,0,0,0,0
Bizarre:Crush On You,Bizarre,Crush On You,16yWpr57tut6UtzAnjB2dg,1,0,0,0,0,0,0
Al B. Sure!:I'm Still In Love With You,Al B. Sure!,I'm Still In Love With You,3iUnnW2LLhzjH9R90BTqcq,1,0,0,0,0,0,0
Sevendust:Disgrace,Sevendust,Disgrace,2O3kzKTLDPFhTGoJBjVyLh,1,0,0,0,0,0,0
Gob:Everyone Pushed Down,Gob,Everyone Pushed Down,2JbjzAzltyQzJtndfDUE5V,1,1,0,0,0,1,0
GG Allin:Tough Fuckin' Shit,GG Allin,Tough Fuckin' Shit,77rs5fo23bClG8EQ0jMhdV,1,1,1,0,1,1,0
Fitz And The Tantrums:Complicated,Fitz And The Tantrums,Complicated,7ggOV9TQuzCptmnO7StKyd,1,1,0,0,1,0,0
Cypress Hill:I Wanna Get High,Cypress Hill,I Wanna Get High,0KHLlCjDTnKYCGcOMNHtbf,1,1,0,1,0,0,0
Robbie Williams:Trouble With Me,Robbie Williams,Trouble With Me,1r2HVhbzeVAtQs822LnYtw,1,0,0,0,0,0,0
13 To The Gallows:Who Am I,13 To The Gallows,Who Am I,20slJAjNB2mQBMVQpAGNTn,1,1,1,0,0,0,0
Chewing On Tinfoil:Thick & Thicker,Chewing On Tinfoil,Thick & Thicker,2t4p6f8wrHRlJLr9xdlvAF,1,1,1,0,0,0,0
W.A.S.P.:War Cry,W.A.S.P.,War Cry,5DZuZueoPiOJ5scu0kk9Xw,1,0,0,0,0,0,0
Insted:Good Things,Insted,Good Things,04DxVfDYxMwJ5PUmhgSOGK,1,0,0,0,0,0,0
Dirty Pretty Things:Blood Thirsty Bastards,Dirty Pretty Things,Blood Thirsty Bastards,3mrCcfT0o7aPCD7VD4REgs,1,1,0,0,1,1,0
Nanochrist:Exoskeleton,Nanochrist,Exoskeleton,01BUUsv6FkqJqfcwaChCfx,1,0,0,0,0,0,0
Pharoahe Monch:Stand Your Ground,Pharoahe Monch,Stand Your Ground,62e3SGwjNQLryYyXk0moE4,1,1,1,0,0,1,0
Pantera:Domination,Pantera,Domination,769cLRTw2y6KRdkFWFkxtu,1,1,0,0,0,1,0
Red Hot Chili Peppers:Stone Cold Bush,Red Hot Chili Peppers,Stone Cold Bush,6vmvgfFCAUFyAiFLkg6FXr,1,1,0,0,1,1,0
Hardstyle Masterz & Max Enforcer:Respect,Hardstyle Masterz & Max Enforcer,Respect,4RWfqZi1nBlaiLqgziM8Yt,1,0,0,0,0,0,0
Peter And The Test Tube Babies:Hand On Your Heart,Peter And The Test Tube Babies,Hand On Your Heart,68DJ7usyL6RsGisZLB7aRT,1,0,0,0,0,0,0
Ja Rule:The March Prelude,Ja Rule,The March Prelude,2J73iX5UwWpqf0PdwWQRGA,1,1,0,0,0,1,1
Lil Rae:Nitrous,Lil Rae,Nitrous,2BqQU3uF9jSn1F1qZF4B6G,1,1,1,0,0,0,0
Gloomy Grim:Elder Ones,Gloomy Grim,Elder Ones,02UWnfzS1cioCmu0U189V9,1,0,0,0,0,0,0
W.A.S.P.:Stone Cold Killers,W.A.S.P.,Stone Cold Killers,1LjDmSKhay9KAb1fJLaYDM,1,1,0,0,0,1,0
Death SS:Horrible Eyes,Death SS,Horrible Eyes,3ZTXrFRuyxr5vXrXqYtPVO,1,1,0,0,0,1,0
Murderdolls:Kill Miss America,Murderdolls,Kill Miss America,1JqgJ3qrDSRdVXsVnpnoME,1,1,1,0,0,1,0
Angel Crew:Don't Drag Me Down,Angel Crew,Don't Drag Me Down,1fJnQ46RIX8OyAFpKtIJbw,1,0,0,0,0,0,0
The Suicide File:Another Night In America,The Suicide File,Another Night In America,7A14qrw8dOg8dfpRbF1nI4,1,1,0,1,0,0,0
Tiara Thomas:Retro 1's,Tiara Thomas,Retro 1's,2I5iXD51j7CkVG8wrGqxNm,1,1,1,0,1,0,1
Biohazard:Cross The Line,Biohazard,Cross The Line,4MqmUx6hf9xulj8uiain9b,1,1,0,0,0,1,0
Tear Da Club Up Thugs:When God Calls Time Out,Tear Da Club Up Thugs,When God Calls Time Out,2dWmvLL6NQidC9e9Njyvfv,1,1,0,0,0,1,0
Kirin J Callinan:This Whole Town,Kirin J Callinan,This Whole Town,0WUJ2a3PWzkSPICyqTB0Ii,1,1,1,0,0,0,0
The Vandals:Change My Pants (I Don't Wanna),The Vandals,Change My Pants (I Don't Wanna),0E2ZEjgMZXSnwnvQzZgEHr,1,1,0,1,0,0,0
Left Spine Down:Prozac Nation,Left Spine Down,Prozac Nation,7ujuDPhdq4EGorqC4xcbBC,1,1,1,1,0,0,0
Twiztid:Joker,Twiztid,Joker,2vY9ly7KoH79zup8jQCJ98,1,1,0,1,0,0,0
T-Pain:Distorted,T-Pain,Distorted,6z0my3sMLzNUmwODXcI3go,1,1,1,0,1,0,1
Freddie Gibbs:Scarface,Freddie Gibbs,Scarface,6TTgbTWgNXgYnkRjgUvc1u,1,1,1,1,1,0,1
Devin The Dude:Zeldar,Devin The Dude,Zeldar,0d30b7PbWFlXMK9MGPfJYy,1,1,0,1,0,0,0
Pungent Stench:Klyster Boogie,Pungent Stench,Klyster Boogie,3qoo35RGRC02TthwmnZBkj,1,1,1,0,1,0,0
Jack Off Jill:Media C-Section,Jack Off Jill,Media C-Section,7ADExvdmf1kGlmwbuS4UmM,1,1,1,0,1,1,0
Wednesday 13:Carol Anne... They're Here,Wednesday 13,Carol Anne... They're Here,29OqtOMApYFMwtxlmQkOlc,1,1,0,0,0,1,0
TerroloKaust:Your Fucking Drugs,TerroloKaust,Your Fucking Drugs,4J4o4WMGQv8jqidELUv9ep,1,1,1,1,0,1,0
Wehrmacht:Suck My Dick,Wehrmacht,Suck My Dick,5E1mWshFBi0010pr1OfJBD,1,1,1,0,1,0,0
Inkubus Sukkubus:Hang Around,Inkubus Sukkubus,Hang Around,38RUwgcCSZcrHWfuBZ3hdR,1,0,0,0,0,0,0
Candlebox:Cover Me,Candlebox,Cover Me,4sSH44J2qQnbgW9QC9ACy6,1,1,1,0,0,1,0
Orphanage:Leafless,Orphanage,Leafless,0NDVKzlHB5UxwTDckocW3Q,1,0,0,0,0,0,0
The Vandals:Wanna Be Manor,The Vandals,Wanna Be Manor,44BPrBMuYMqJmqDo4GNTvh,1,1,0,1,1,0,0
Nobodies:Nice Rack,Nobodies,Nice Rack,4LCAH9denCWWyrCnXBIMFd,1,1,0,1,1,0,0
ABK:The Vision,ABK,The Vision,2SF7nforAjoWOkJOkRgFGz,1,1,0,0,0,1,0
The Dayton Family:79th And Halstead,The Dayton Family,79th And Halstead,1i6uEmyMgkvDaqaFAxTrSs,1,1,1,0,0,1,1
Malevolent Creation:Manic Demise,Malevolent Creation,Manic Demise,4HRrPojYJgQhPnuLVI1u9z,1,1,0,0,0,1,0
Zombie Apocalypse:March On To Victory,Zombie Apocalypse,March On To Victory,04aIBWIPyi48FRagTDRv7e,1,1,0,0,0,1,0
The Fatal Flaw:Vibrant Voice,The Fatal Flaw,Vibrant Voice,7AKj1w5AZV6RMbLEfWrYE2,1,1,1,0,0,0,0
"Deez Nuts:It's Like That, And That's The Way It Is",Deez Nuts,"It's Like That, And That's The Way It Is",7cadIAPo6aF27sz89tGGB0,1,1,1,0,0,0,0
Warmer:Without A Heart,Warmer,Without A Heart,0t2D3zk7p6vQdtnYUfyx3t,1,1,1,0,0,1,0
Sally Anthony:Goodbye,Sally Anthony,Goodbye,1u3Ph7q5pM46tnTTmYBqx1,1,1,1,0,0,0,0
Cat Power:I Don't Blame You,Cat Power,I Don't Blame You,20zayW2jkD3zL08DS2B61V,1,0,0,0,0,0,0
John Valby:Brady Bunch,John Valby,Brady Bunch,4qpidGDkCVZsHlJlUPdMxX,1,1,1,0,0,0,0
Saron Gas:Fine Again,Saron Gas,Fine Again,6iIKoCFQNAmoh4uzbeMg46,1,1,0,1,0,0,0
Turin Brakes:Painkiller,Turin Brakes,Painkiller,4aCJ4X3U1EtkH9IGsgvmuh,1,1,0,1,1,0,0
Joan Of Arc:Your Impersonation This Morning Of Me Last Night,Joan Of Arc,Your Impersonation This Morning Of Me Last Night,1W9li8OSqYr5ECOAOKIiwF,1,0,0,0,0,0,0
Maroon:Declaration,Maroon,Declaration,31GUM2g8QkfaSTQKrM6eSi,1,1,0,0,0,1,0
Never Shout Never:Black Cat,Never Shout Never,Black Cat,2661xvydO3HPh3R24kQcTh,1,1,0,0,0,1,0
The Devin Townsend Band:Deadhead,The Devin Townsend Band,Deadhead,4vboWW40NwLQmMRgxUUFxW,1,1,0,0,0,1,0
Black Moth Super Rainbow:Spraypaint,Black Moth Super Rainbow,Spraypaint,6L7BvYlrLCzWs0szI4lunY,1,1,1,0,0,0,0
Stuart Davis:Fault Lines,Stuart Davis,Fault Lines,5OOJo4zApaydDExIHens6p,1,0,0,0,0,0,0
Youth Of Today:Break Down The Walls,Youth Of Today,Break Down The Walls,32dTnE7cWjEHCUAjSEvpiM,1,0,0,0,0,0,0
Ayreon:Back On Planet Earth,Ayreon,Back On Planet Earth,35bcVn9JNyCN5sr2uhMbtu,1,0,0,0,0,0,0
Poxy Boggards:Don't Stick It In The Crazy,Poxy Boggards,Don't Stick It In The Crazy,19DJD1rsR8kNj1WXwqKSmT,1,1,0,1,1,0,0
Joey Bada$$:Greenbax (Introlude),Joey Bada$$,Greenbax (Introlude),0wmY92RjMZNGu54vEUmcUT,1,1,0,0,0,1,0
Human Kitten:Three Hours Of Sleep,Human Kitten,Three Hours Of Sleep,770FU5lDauSOMLIyzfwWX4,1,0,0,0,0,0,0
High On Fire:Bastard Samurai,High On Fire,Bastard Samurai,5Ai7muRGh2LNUwsVnFF0km,1,1,1,0,0,1,0
Roll Deep:When I'm 'Ere,Roll Deep,When I'm 'Ere,5tcyPxd27DWYW3FRSPFddH,1,0,0,0,0,0,0
A Hero A Fake:Terminal,A Hero A Fake,Terminal,62JTuVBNhDNuYlTsJnZyLI,1,0,0,0,0,0,0
Sally Anthony:Not An Addict,Sally Anthony,Not An Addict,4mQLVSVH1n3PltPdVMfL8w,1,1,0,1,0,0,0
Ninja Sex Party:Manticore,Ninja Sex Party,Manticore,1dt4NIG0R8gvs0q4pI5msA,1,1,1,0,1,1,0
Life Long Tragedy:Where We Belong,Life Long Tragedy,Where We Belong,20BvSqyvMVvqy5TQUczlMW,1,1,1,0,0,0,0
Ice Cube:It Is What It Is,Ice Cube,It Is What It Is,1kTKwX1O6m3cWPZpNjjlbi,1,1,1,0,0,0,0
Bethzaida:Under Azure Skies,Bethzaida,Under Azure Skies,1zCQhnuqenCiOWW4Fgllji,1,1,0,0,0,1,0
Lina:Playa No Mo',Lina,Playa No Mo',1RbPUyAEBXyC97JYezVWxR,1,1,1,0,0,0,1
Footprints In The Custard:It'll Be Fine,Footprints In The Custard,It'll Be Fine,35CTUJMkWkcwlUX1ZK3oF6,1,1,1,0,1,0,0
Joey Walker:On Top,Joey Walker,On Top,2coh80cWN2Q3xsxQFJwzk0,1,1,1,0,0,0,0
Irate:Day Of Reckoning,Irate,Day Of Reckoning,5eyrEB3CU8cJLLFcVEwiML,1,1,0,0,0,1,0
Endo:G.A.D.,Endo,G.A.D.,3KDhTdP2m4lia9ExxTBSQZ,1,1,0,0,0,1,0
Impiety:Diabolical Witching Aggression,Impiety,Diabolical Witching Aggression,4p9cobqEwyOfDgcf0zFSq7,1,1,1,0,0,1,0
Adema:Stand Up,Adema,Stand Up,6qNAgo4coRGnERKEnXFFs2,1,1,0,0,0,1,0
Guttermouth:Bakers Dozen,Guttermouth,Bakers Dozen,2EDsQE4RfMn9VgP4ysXPTo,1,1,1,1,0,0,0
Kill Your Idols:The Shortest Dream I Ever Had,Kill Your Idols,The Shortest Dream I Ever Had,27V4GZwd5vq3SBtP2AkW8Q,1,0,0,0,0,0,0
Rich Kids On LSD:Unborn Child,Rich Kids On LSD,Unborn Child,49oJNzxmriEDtZKUKJIlud,1,1,1,0,0,1,0
Miniature Tigers:Selfish Girl,Miniature Tigers,Selfish Girl,1biSV31Ju7GL1Rvk53Lh2L,1,0,0,0,0,0,0
Killa Kyleon:Blow In Killa,Killa Kyleon,Blow In Killa,68NlwnS7dvvq5JL48dDAVg,1,1,1,1,0,1,1
